Character,clean_dialogue,narrative_type,plot_unit_id
Guard 2,"Hell no!! But in case you forgot, we're in the middle of a slum. They could be anywhere around, so stay on your guard.",action,540
Guard 1,Right. You mean the AVALANCHERS?,narration,540
Guard 2,Don't you worry. SOLDIER has been added to the police force.,narration,540
Guard 1,"Boy, it's been a while since SOLDIER's been mobilized, hasn't it? I ever tell you that I flunked the SOLDIER entrance exam? Damn right!! blahblahblah.......",dialogue,540
Guard 2,Hey shut up for a minute and let me get back to work!,narration,540
Guard 1,............sigh.,narration,541
Guard 1,What are you more scared of... AVALANCHE or me?,dialogue,541
Guard 2,"Oh, you, of course.",narration,541
Guard 2,HALT!! No one is allowed to pass!!,narration,541
NPCs,"I've had it! Me too. You know this is the first time, we've ever agreed on something. Yes...... Well then, shall we......? Yes......",narration,541
NPCs,urggh............ huff......wheez,narration,541
Conductor,"Morning. Dawn comes and things never change. You be careful not to get hurt. Come on back again, hear?",narration,541
Conductor,ALL ABOARD! The train is about to depart.,narration,541
Johnny,I'm leaving. Goin' faraway. But when I come back I'll be a better man! This is goodbye! Hey! Childhood friend! You better take good care of Tifa!,action,542
NPC,I hope he doesn't get hurt. That worries me the most.,narration,542
NPC,Ahh! Now I ain't got no one to pick on!,action,542
NPC,"Yesterday, everyone in town was peeking at the two of you from outside the bar. Tifa's childhood friend. That's a good one!",action,542
NPC,"Ah...Johnny's gone. You look a little disappointed. I don't like to say it myself but, I'm just a lonely guy when I'm not drinking.",action,542
NPC,When it comes down to it...I'm gutless. I'm still just a no good kid.,action,542
NPC,"Listen! If there isn't anyone to listen, what's the use of getting gossip on everyone!? Yeah, and you Mr. I-don't-care! I'll get a little more information that would poque even your interest. You wait and see!",action,542
Clerk,"Uh oh...... There goes the pillar. I'm scared, but it's for your own good. If things get too hairy, we'll escape. It's not something you'll see happen too often.",action,542
NPC,Uhh......Help! My strange and wonderful little place.,narration,543
Guard 2,Doh! And this was supposed to be my last job! Do something!! I never thought this would ever happen to me! Great... I'm quitting tomorrow!,narration,543
Guard 1,"L, look... This is my job, so I have to be here until the absolute last minute.",narration,543
NPC,Umm... I just LOVE men with a sense of duty. Let me stay here with you.,narration,543
Guard 1,"B, but... What happens if AVALANCHE shows up?",dialogue,543
NPC,Umm...you're shaking. You're so gentle...I think I'm in love.,narration,543
Clerk,Hey! Don't come barging into my house and be opening up my freezer! Didn't your mother ever teach you that?,action,543
On-screen,Turtles Paradise News No.1,system,543
NPC,"Um, we're, um taking care of the um, flowers for the um, lady here. ......is that ok?",narration,544
Cloud,Take good care of them.,action,544
NPC 1,Yeah!,narration,544
NPC 2,Sure!,narration,544
Cloud,That's too much to ask of kids.,dialogue,544
NPC,Too much to ask? What's that? I don't get it.,dialogue,544
NPC,They're purty!,narration,544
NPC,I'm gonna water them later......,action,544
NPC,Aaaaah......what a drag. You wanna go to that store in Sector 6 again?,action,545
NPC,Huh? The hell are you? The hell do ya think you're talkin' to!!,narration,545
NPC,"That guy in the pipe's a weird one. No matter what you ask him, he only answers 'uuh' or 'aahh'.",dialogue,545
Aeris,This guy are sick. He passed out nearby and someone must have helped him here.,narration,545
NPC,What am I doing? I'm walking around looking at the ground. You find a lot of things people dropped when you look down. You never find them when you're looking up. Right?,dialogue,545
NPC,You ever hear of Wall Market?,narration,545
NPC,Oh yeah? Then maybe I should have you pick something up for me next time you're there...,narration,545
NPC,"It's a market in the slums of Sector 6. They've got everything you could ever want there. If you can get there, that is. The road's something else.",action,545
NPC,Outta the way! Move! You want something... move into the store!,narration,546
NPC,ooh......aaah.........aghhhh......,narration,546
Aeris,This is the one...... Won't you help him?,narration,546
NPC,ooh......aaah.........aghhhh......,narration,546
Cloud,"Listen, I'm no doctor.",narration,546
Aeris,No...I guess not...,narration,546
Aeris,Hey...that man has a tattoo. I think it was the number 2.,narration,546
Clerk,...stare... ......hmph...we only trade items for gil here.,narration,546
Clerk,I don't care if it's scrap metal or materia. We can get anything here in the slums. Got a lot of good materia here. Why don't you look it over?,action,547
Clerk,"Take care of yourself. It's the law of the slums. But to do that, first you need weapons, right?",narration,547
NPC,Huh? You want weapons? That's too damn bad...... I ain't got no weapons to sell ya! And the reason why is... ...the weapon store's over that way.,action,547
NPC,"Toot toot! Next stop...Midgar Midgar. Any passengers getting off on Midgar should please ring. You know, Midgar's supposed to be sparkly 'n' springy 'n' sleeky. Oh yeah. Someday, I'm goin' there.",action,547
TV,"And now for the news. Due to a terrorist attack by the group named AVALANCHE, parts of Midgar that were temporarily out of power will be restored momentarily. Following President Shinra's lead, Mayor Domino also spoke out public against AVALANCHE.",action,547
TV,Now for the weather. Tomorrow's weather will be overcast and gloomy the entire day. With a slight chance of sprinkles over parts of the city.,narration,547
NPC,"Hmph......! Everything President Shinra says is a lie. But then again, you can't trust that AVALANCHE, or whatever you call them. You can bat it around all you like. But in the end it comes down to wanting to be like those who live up above. So who do you believe in? Oneself! Me! I never lie to myself, that's for sure!",dialogue,547
NPC,I only believe what I say. That's because I never lie to myself.,dialogue,547
NPC,glug...glug... Now...no one... will find it...num... The top one... and the bottom one...,narration,548
 Cloud,............,narration,548
Cloud,............. .......huh?,narration,548
Cloud,Empty.......,narration,548
Cloud,.......? 5 gil.,narration,548
On-screen,"Received ""5 gil""!",system,548
NPC,"Even with all that commotion, you went on like nothing happened. You must really been through the mill to get that.",narration,548
