plot_unit_id,character_list,dialogue_count,narrative_types,full_plot_text
736,"Red XIII, Cloud, On-screen",8,"action, narration, dialogue, system","Wait a minute. Aren't you supposed to give gifts AFTER you come back? Ha ha......Grandpa sure is strange! Haa...ha ha......ha......
Hmm... So maybe we'll run into him again somewhere.
Yeah... maybe... Thanks, Cloud......
Play the piano......?
...Now, how did this go?
I've heard this melody somewhere before. Managed to play well...
I wonder what...this is...
Tifa's secret savings, 1 gil came out of the keyboard."
737,NPC,8,"narration, action","Wooooo-----ooow...... He's ...calling......Sephiroth...... is......calling......
Got ""Mind Plus!""
The...Great...Se...phi......roth...... is...near...... In...side......inside...the Mansion...... Urrrrrrrgh......the great......Sephi......roth
Great......Sephi......roth...... ...left us...... Over...mountains... ...gone......
Hi, welcome.
It'll be 100 gil a night. Is that all right with you?
Enjoy your stay.
You......don't have enough money."
738,"NPC, Cloud, Tifa",8,"narration, action, dialogue","Well then, maybe next time...
This town was supposed to have been burnt down five years ago. What the hell is going on?
Sir, don't say such awful things. I was born and raised in this town. What you say never happened.
You're lying...
EXCUSE ME......That's so rude... If you're going to talk like that to me, I'm going to have to ask you to leave.
Oh, I'm so sorry. I've got lots to do...
Man in a Black Cape?
He has a tattoo number '6'. Hmm? He has something..."
739,"On-screen, NPC, Cloud",8,"system, action, narration","Received ""Luck Source!""
Urrr......rrrrr......rrrgh... must...go...to...Re...uni...on...
...must......get......it... and bring...to...Se...phi...roth... Then...become...one... with...Se...phi...roth...
This guy's number '5'...
Man with a Black Cape!?
He has a tattoo of the number '11'...
Received ""Turbo Ether!""
...must......go... ......Reun...ion..."
740,"Cloud, On-screen, NPC",8,"narration, system","Man in a black cape?
Tattoo number '4'
Received ""Platinum Fist!""
...Where...are...you...? Great...Se...phi...roth...
""Periodic Report to Professor Hojo"" 1 Clone Activity Report Unfortunately, no 'CLONES'have left this town this quarter. As previously reported, the 'CLONES 'seem to be sensing something. But all they say is, 'reunion' or 'Sephiroth' and show no other signs of activity.
Nice town, huh? We've been in business here for a long time...
...You're lying.
Do you have anything to do with this town?"
741,"Cloud, NPC, On-screen",8,"narration, system","I was here until I was 14 and I don't remember you.
It's not nice to lie!!
...nothing.
Oh yeah...?
A man in a black cape!?
He has a tattoo of the number'12'. Mmm? He has something.
Received""Elixir""!
Can......you......hear? The...voice...of...Se...phi...ro...th......"
742,"NPC, Cloud, On-screen",8,"dialogue, narration, system","What is it?
Oh, really. Then, it'll help me too.
I lived in this house until I was 14... No, but this town was burned down.
Are you sick...saying those things? Get out of here!
...the Black Cape...
..................
Received ""Luck Source!""
...Re......union. ............ion"
743,"NPC, Tifa, On-screen",8,"narration, dialogue, system","...Welcome. It's 100 gil a night......
Enjoy your stay.
You......don't have enough money.
Cloud... Cloud was playing.
I wonder what...this is...
Received ""Elemental""Materia!
It looks like Materia, but I can't hold any more.
I have the sheet music for that song."
744,"Tifa, On-screen, NPC",8,"action, system, narration, dialogue","Huh? Wait a minute! There's something inside the music sheet.
Tifa, what's happened to our town? Was it all an illusion, or just a dream? No, it was neither. I remember trying to get people out of the flames, but not having the strength... Burning with anger, I went to the reactor to kill Sephiroth.
Received ""Final Heaven""
How can you shop at a time like this?
What? 'Me, in business'? Don't worry, it's all right. I get paid by the company. My real job is to protect the secret of Nibelheim.
What? Secret? We don't have a clue. But it's all right. It's all over anyway! The end, the end, the end!! Yeah, even as we speak, Meteor...! The End...!
What's going to happen to this planet!? What the hell's Shinra doing!?
Something is written on the floor.  Left 10"
745,On-screen,8,system,"I must get rid of all those that stand in the way of my research. Even that one from the Turks.
There seems to be another letter.
Move the dial on the safe carefully, but quickly. You have 20 seconds. You can not go past the numbers while turning. The 4 hints for the numbers are...
The lid of the box with the most oxygen.
Behind the Ivory's short of tea and ray.
The creek in the floor near the chair on the second floor... then to the left five steps, up nine steps, left two steps, and up six steps.
The fourth row has been written in invisible ink... Dial  is
Something is written on the floor.  Right 59"
746,"On-screen, Vincent",8,"system, narration","Something is written on the back of the lid.  Right 36
I have a bad feeling about this...
Success
Received Key Item ""Key to the Basement""!
Received ""Odin"" Materia!
Fail
...To wake me from the nightmare
Who is it!?"
747,"Vincent, Party leader, Barret, Tifa, Aeris, RedXIII, Yuffie, CaitSith",8,"narration, action","...Never seen you before. You must leave.
You were having a nightmare.
I woke ya up. Ya outta be thankin' me.
How bad was your dream?
You'll dream about bad things if you sleep in a place like THIS.
...You don't look good.
Man, you really WERE having a bad dream! Even I feel bad!
Aren't you glad you woke up?"
748,"Cid, Vincent, Cloud, Tifa",8,"narration, dialogue","The air's pretty heavy here. How can you sleep in a place like this?
Hmph...a nightmare...? My long sleep has given me time to atone.
What are you saying?
What's he talking about...?
What the hell are you saying?
I have nothing to say to strangers. Get out.
This mansion is the beginning of your nightmare.
...you can say that again."
749,"Tifa, Cid, Vincent, Cloud",8,"narration, dialogue, action","...That's for sure.
...It's startin' to look that way!
Hmm? What do you know?
I see. Then, I'll return to my nightmare...
...What? More?
Like you said, this mansion is the beginning of a nightmare. No, it's not a dream, it's for real. Sephiroth has lost his mind. He found the secrets hidden in this mansion...
Just like you said, this mansion is the start of a nightmare... No, not a dream...it's reality. Sephiroth has lost his mind. He found the secrets hidden in this mansion...
It's like you said, this mansion's the beginning of a nightmare. No, it's not a dream, it's the truth. Sephiroth's gone nuts. He found a ton of secrets hidden in this mansion..."
750,"Vincent, Party, Cloud, Tifa, Cid",8,"narration, action","Sephiroth!?
You know Sephiroth?
You know Sephiroth?
You start first.
...That's how it was.
...That's how it was.
......That's how it was.
So Sephiroth knows he was created five years ago? And about the Jenova Project?"
751,"Vincent, Party leader, Barret, Tifa, Aeris, RedXIII, Yuffie",8,"narration, dialogue","...He was missing, but has just recently reappeared. He has taken many lives and is seeking the Promised Land.
Now it's your turn.
Sorry...I cannot speak.
Hey! You lyin' white-faced!
Hmm...I'm disappointed.
That's dirty!
What...you're serious?
Oh, that's okay. It was probably depressing anyway."
752,"CaitSith, Cid, Vincent, Cloud, Tifa",8,"narration, action, dialogue","Hey, that's not right---
Good! I'm not in the mood to hear long stories. Let's get the hell outta here!
Hearing your stories, has added upon me yet another sin. More nightmares shall come to me now, more than I previously had. Now...please leave.
...You're still here.
At least tell us your name.
At least tell us your name.
At least say your name.
I was with...the Shinra Manufacturing Department in Administrative Research, otherwise known as--the Turks..."
753,"Vincent, Cloud, Tifa, Cid",8,narration,"Vincent.
The Turks!?
The Turks!?
Turks!?
Formerly of the Turks. I have no affiliation with Shinra now.
...And you?
Cloud, formerly of SOLDIER.
Former Shinra soldier, Cloud."
754,"Vincent, Cloud, Tifa, Cid",8,narration,"You were also with Shinra...? Then do you know Lucrecia?
Who?
.......Lucrecia.
Tifa, formerly of the AVALANCHE.
Ex-AVALANCHE...... Then you wouldn't know Lucrecia...
Who?
.......Lucrecia.
Cid, formerly of the Space Program Department."
755,"Vincent, Cid, Cloud, Tifa",8,narration,"You were also with Shinra...? Then do you know Lucrecia?
Who?
.......Lucrecia.
No idea.
The woman who gave birth to Sephiroth.
...gave birth...? Wasn't Jenova Sephiroth's mother?
...gave birth...? Isn't Jenova Sephiroth's mother?
...gave birth...? Isn't Jenova Sephiroth's mother?"
756,"Vincent, Party leader, Barret, Tifa, Aeris, RedXIII, Yuffie",8,"narration, dialogue","That isn't completely wrong, but just a theory. He was born from a beautiful lady. That lady was Lucrecia. She was an assistant to Professor Gast of the Jenova Project. Beautiful...Lucrecia.
...A human experiment?
There was no way to cancel the experiment. I couldn't stop her. That was my sin. I let the one I loved, the one I respected most, face the worst.
That why you started sleepin' in a box? Gimme a break!
So the punishment was sleep? That's weird.
So your punishment was to sleep? That's ...kinda weird.
So you slept as punishment? Isn't that strange? That thinking...
OK. Boring story no.1."
757,"CaitSith, Cid, Vincent, Cloud, Tifa",8,"narration, action","You think that's punishing yourself? You're just sleeping.
You shouldn't sleep just because of that. Sleep?
Let me sleep...
Wait! If I go with you will I meet Hojo?
Dunno. But we're after him and Sephiroth. So, I guess sooner or later...
Hmm, I don't know. But we're going after Hojo and Sephiroth. So, we might......
I dunno. But we're going after him and Sephiroth. So there's a good chance...
Yeah, probably..."
