sample_id,plot_text,is_consistent
802,"Let's see First use the
Then, good luck.
Too bad.
You had a tough situation there.
I was expecting a little more from you.
You were so close.
Let me find a better Chocobo for you. Wait here for a while, OK?
If you couldn't win with that last Chocobo... All right, I'll go get the best Chocobo there is!
---
You gotta be kidding me!? There aren't any other Chocobos better than the last one! Well, if you really want to win, just push the 'SELECT' and try the 'AUTO' mode.
Congratulations!! Now you're home free!
Oh yeah, the owner told me to give this letter to you when you won.
Boy, if you're reading this letter, then you must've won. And won a victory that I am sure you earned. I heard about Dyne from Ester. Now that you are victorious, I promise that you and all your friends will get a full pardon, and you all will be set free. And also, by way of apology, I prepared a little gift for you to use on your journey. Sorry I couldn't be there to tell you this in person, but I'm a very busy man. Sincerely, Dio
A gift?
Cloud, isn't this great!? The assistant manager just stopped by and dropped off a 'buggy' for you! Now you can go over 'deserts' and 'rivers' no problem. OK, Cloud. I'll be waiting outside.
P.S. I just recently met Sephiroth. He must have a lot of fans with boys your age. Why don't you get his autograph? It seems he's headed toward the South of the river, towards Gongaga.
Sephiroth...",0
803,"You gotta be kidding me!? There aren't any other Chocobos better than the last one! Well, if you really want to win, just push the 'SELECT' and try the 'AUTO' mode.
Congratulations!! Now you're home free!
Oh yeah, the owner told me to give this letter to you when you won.
Boy, if you're reading this letter, then you must've won. And won a victory that I am sure you earned. I heard about Dyne from Ester. Now that you are victorious, I promise that you and all your friends will get a full pardon, and you all will be set free. And also, by way of apology, I prepared a little gift for you to use on your journey. Sorry I couldn't be there to tell you this in person, but I'm a very busy man. Sincerely, Dio
A gift?
Cloud, isn't this great!? The assistant manager just stopped by and dropped off a 'buggy' for you! Now you can go over 'deserts' and 'rivers' no problem. OK, Cloud. I'll be waiting outside.
P.S. I just recently met Sephiroth. He must have a lot of fans with boys your age. Why don't you get his autograph? It seems he's headed toward the South of the river, towards Gongaga.
Sephiroth...",1
804,"You gotta be kidding me!? There aren't any other Chocobos better than the last one! Well, if you really want to win, just push the 'SELECT' and try the 'AUTO' mode.
Congratulations!! Now you're home free!
Oh yeah, the owner told me to give this letter to you when you won.
Boy, if you're reading this letter, then you must've won. And won a victory that I am sure you earned. I heard about Dyne from Ester. Now that you are victorious, I promise that you and all your friends will get a full pardon, and you all will be set free. And also, by way of apology, I prepared a little gift for you to use on your journey. Sorry I couldn't be there to tell you this in person, but I'm a very busy man. Sincerely, Dio
A gift?
Cloud, isn't this great!? The assistant manager just stopped by and dropped off a 'buggy' for you! Now you can go over 'deserts' and 'rivers' no problem. OK, Cloud. I'll be waiting outside.
P.S. I just recently met Sephiroth. He must have a lot of fans with boys your age. Why don't you get his autograph? It seems he's headed toward the South of the river, towards Gongaga.
Sephiroth...
---
I guess this is goodbye. Yeah. Well, if you ever get your own Race Chocobo, come back again. I'll take care of your registration and everything. I'll see you again.
How to drive the buggy Press the  button to get on. Press the  button to get off. Buggy's can cross shallow rivers and deserts. You can even enter Costa del Sol and Junon by buggy, by hitching a ride on the 'Cargo Ship'.
Oh man...a breakdown? Now?
...Is someone there?
Hey, Rude. Who do you like?
What are you getting so embarrassed about? Come on? Who do you like?
.........Tifa.
Hmmmm... That's a tough one. But, poor Elena. She......you......",0
805,"I guess this is goodbye. Yeah. Well, if you ever get your own Race Chocobo, come back again. I'll take care of your registration and everything. I'll see you again.
How to drive the buggy Press the  button to get on. Press the  button to get off. Buggy's can cross shallow rivers and deserts. You can even enter Costa del Sol and Junon by buggy, by hitching a ride on the 'Cargo Ship'.
Oh man...a breakdown? Now?
...Is someone there?
Hey, Rude. Who do you like?
What are you getting so embarrassed about? Come on? Who do you like?
.........Tifa.
Hmmmm... That's a tough one. But, poor Elena. She......you......",1
806,"I guess this is goodbye. Yeah. Well, if you ever get your own Race Chocobo, come back again. I'll take care of your registration and everything. I'll see you again.
How to drive the buggy Press the  button to get on. Press the  button to get off. Buggy's can cross shallow rivers and deserts. You can even enter Costa del Sol and Junon by buggy, by hitching a ride on the 'Cargo Ship'.
Oh man...a breakdown? Now?
...Is someone there?
Hey, Rude. Who do you like?
What are you getting so embarrassed about? Come on? Who do you like?
.........Tifa.
Hmmmm... That's a tough one. But, poor Elena. She......you......
---
No, she likes Tseng.
I never knew that! But Tseng likes that Ancient...
What are they talking about?
It's so stupid! They always talk about who they like or don't like. But Tseng is different.
Ah! Oh no!
They're here! They're really here!
Hmm... Then it's time...
Rude...Don't go easy on them even though they're girls.",0
807,"No, she likes Tseng.
I never knew that! But Tseng likes that Ancient...
What are they talking about?
It's so stupid! They always talk about who they like or don't like. But Tseng is different.
Ah! Oh no!
They're here! They're really here!
Hmm... Then it's time...
Rude...Don't go easy on them even though they're girls.",1
808,"No, she likes Tseng.
I never knew that! But Tseng likes that Ancient...
What are they talking about?
It's so stupid! They always talk about who they like or don't like. But Tseng is different.
Ah! Oh no!
They're here! They're really here!
Hmm... Then it's time...
Rude...Don't go easy on them even though they're girls.
---
...Don't worry, I'll do my job.
Then, we're counting on you. I'll report to Tseng!
It's been a while.
Payback time for what you did in Sector 7.
That's sad.
That's as far as you go.
I don't like being taken for a fool.
That's as far as you go.",0
809,"...Don't worry, I'll do my job.
Then, we're counting on you. I'll report to Tseng!
It's been a while.
Payback time for what you did in Sector 7.
That's sad.
That's as far as you go.
I don't like being taken for a fool.
That's as far as you go.",1
810,"...Don't worry, I'll do my job.
Then, we're counting on you. I'll report to Tseng!
It's been a while.
Payback time for what you did in Sector 7.
That's sad.
That's as far as you go.
I don't like being taken for a fool.
That's as far as you go.
---
That's as far as you go.
This is just part of the job. Don't take it personally.
..................
..................
We may be retreating, but... we're still victorious.
I don't like it. How'd they find out where we were?
Hey, something seems wrong, Like they knew we were coming.
...How could they know we were coming here.",0
811,"That's as far as you go.
This is just part of the job. Don't take it personally.
..................
..................
We may be retreating, but... we're still victorious.
I don't like it. How'd they find out where we were?
Hey, something seems wrong, Like they knew we were coming.
...How could they know we were coming here.",1
812,"That's as far as you go.
This is just part of the job. Don't take it personally.
..................
..................
We may be retreating, but... we're still victorious.
I don't like it. How'd they find out where we were?
Hey, something seems wrong, Like they knew we were coming.
...How could they know we were coming here.
---
Interesting... They were definitely waiting for us.
Hey, Cloud. How did the Turks know to wait and ambush us here?
How'd they know that we were here?
I don't like this! It's like the whole world knows where we're going.
How did they know that we were here...
Man, looks like they've taken a short cut.
They followed us...... But there weren't any signs of it. Then, that means......
A spy, maybe? No, no way.",0
813,"Interesting... They were definitely waiting for us.
Hey, Cloud. How did the Turks know to wait and ambush us here?
How'd they know that we were here?
I don't like this! It's like the whole world knows where we're going.
How did they know that we were here...
Man, looks like they've taken a short cut.
They followed us...... But there weren't any signs of it. Then, that means......
A spy, maybe? No, no way.",1
814,"Interesting... They were definitely waiting for us.
Hey, Cloud. How did the Turks know to wait and ambush us here?
How'd they know that we were here?
I don't like this! It's like the whole world knows where we're going.
How did they know that we were here...
Man, looks like they've taken a short cut.
They followed us...... But there weren't any signs of it. Then, that means......
A spy, maybe? No, no way.
---
A spy!?...No way.
That there's a Shinra spy...
......someone's been informing them.
...You think someone told the Shinra about us?
Maybe it's someone in this group?
You don't think there's a spy, do you Cloud? I hate this. Now everyone's gonna blame me because I'm new.
Means there's a Shinra spy...?
And a couple of Shinra dogs are here too!",0
