Character,dialogue,narrative_type
NPC,This is the Beginner's Hall. You say you're a beginner? But your eyes say you're not.,dialogue
Cloud,Don't mess with me. I used to be in SOLDIER. I'll tell you how much I know... an' for free too!,dialogue
Cloud,What do you want to know?,dialogue
Cloud,"Now I'll tell you about saving. You know what'll happen if you don't save? That's right. Everything you worked so hard to do will be lost! You never know when there might be a power outage. And you've got a long battle ahead of you. It pays to save often and take breaks when you need them. Anyway you'll need a Memory card to save your games. But, uh, none of the stores around here sell any. You'll have to get some at a  store. I guess you already have a Memory card. Put the Card firmly into the slot. Put it in either the right or left side. Then when you're ready, access the menu. Select . Remember you can't just save wherever you want. You can only save at places marked . When you find one, a message will appear. Whenever you reach a , you'll want to save your game. Slot 1 is on the left, slot 2 on the right. Choose either one. Next, choose your file and save it. Each Memory card can hold up to 15 files. If you have files from other games on it, there will be less room to save. The screen only shows 3 files at a time so, press the directional buttons to scroll down the list, and you can see the rest. Remember, the more files you have, the longer it will take to load. One last thing. The Memory card is a delicate device. Be careful when handling it. Never remove it while saving or loading. Don't get mad even if you lose. If that happens, just chill out, and let your head, and your console, cool down. That's all. Remember to save often so you don't lose your games.",action
Cloud,"First, you need Potions.",narration
NPC,"You're a stingy one. Here, I'll give you ONE Potion.",narration
NPC,I don't have any extra Potions on me. Why don't you go buy some?,action
Cloud,"You probably already know this but... HP is your life force. If HP is lost in battle, you're out of commission. MP is the source of your magic power. If your MP's lost, you'll be unable to cast spells. So, what should we do to cure a damaged ally? There are three ways. First, you can rest at an inn at a nearby town. Second, you can use items to help them recover. Third, you can use curative magic. I'll explain about Magic later, but here we'll talk about items. Select  from the menu. Potion restores HP. If you can't find where Potion is, access the menu and select  to change the order of items. You can arrange them however you like. Order items you'll use in the field. Order items you'll use in battle. Prioritize items you can throw in battle. Order weapons and armor separately. Order by name Order by most items held Order by least items held By the way, 's are just that, items that unlock problems just like a key. They're very important items to have. Keep that in mind. Ok, now select , Then select . Select the person you want to use it on. If they're already maxed out, you won't be able to use it on them. We can restore MP with . You use this the same way you did for . Just pick a member and use it! The number appearing next to the item name tells you how many are available. Of course, the more you use, the less you'll have. Some enemies will drop Potions or Ethers, but you'll want to stock up whenever you're at a store. One last thing, if someone in your party gets wiped out, either rest at an inn or use . That's all!",dialogue
Cloud,"Now I'll tell you how to use curative magic. First, access the menu and select . Next, select who'll cast the spell. Pick an ally equipped with  Materia. You can select another party member by using the L1 and R1 buttons. The function also work in other sub menus. Better remember that. This is magic you can use, monsters you can summon, and enemy techniques you've learned. Whenever  is selected... the available magic appears on the screen... So, if you wanted to use ... you would select it from the menu... then select who you want to use it on. I think Potion is pretty expensive, so... when you're near an inn and you can restore MP, it's better to use curative magic rather than Potion. That's all.",dialogue
Cloud,"Equipping weapons & armor is basic to battle. Let me show you how it's done. Just finding or buying new weapons or armor, isn't enough. You have to access the menu and select . Then, select who you want to equip. You can change weapons, armor and accessories. Accessories have special effects. Just select what you want to change. On the right side of the screen, here's a list of what can be equipped. You can see the item's effect here. Change your weapon with the OK button. Make sure it'll increase attack/defense levels. Pay special attention to Materia slots. The slots that are linked are effective. Also check the growth rates of Materia. Now when you want to remove an accessory... press the triangle button here. You should never remove weapons or armor. Because you never know when you'll be attacked. After you're finished equipping, you should re-equip your Materia. That's it!",dialogue
Cloud,"Materia can unleash hidden power in humans. So let's see how Materia is used. First, access the menu. Then select . Select who you want to use it. Pay close attention to my weapon here. Each weapon and armor has slots in them. Choose which slot you want to put Materia in. Now select the Materia you want to use. This is curative Materia. If you want to know what its effect is, line the cursor up with , and push the OK button. It's just like selecting battle commands. Just line the cursor up to , you can see that the available magic has increased. Now you can use new magic . And that's all there is to equipping Materia. See? It wasn't that tough! When you want to remove Materia, it's as easy as pointing to the materia slot, and pushing the triangle button. There's only one thing you have to watch out for. When you equip Materia, your condition changes. Parts of you will become stronger... while others get weaker. Normally, when you equip  Materia, your magic power will get stronger. But your physical strength weakens. So, Materia's kind of a double-edged sword. The left side of the screen, shows the effect of the Materia. Try out everything. And that's all. I'll tell you about some of the finer points next.",action
Cloud,"Access the menu if you find Materia. There's a lot of different Materia around. This is one of them. It's  Materia. If you equip this alone, nothing will happen. It's a little tricky, but I'll tell you anyway. Now look at my weapon. Look closely at those two slots. They're joined together as linked slots. You've got to remember to put it into linked slots. Different Materia will affect each other. But only if the slots are linked. Just to show you, let's put some  into one of the slots, and  in the other. Now we can use  on  the enemies. But it's limited to once per battle. Combine different things and you'll come up with different results. Combining  and , will let you use  for your entire party. There are also many useless combinations. For example,  and   and  can be used normally, but there won't be any compound effect. Specialized Materia like  is called . You can tell the difference just by looking at the Materia's color. This may sound weird, but did you know Materia grows on its own? Even if one of your allies uses it, it will continue to grow with each battle. As its level increases, so will the effects of the magic you can use. I told you  works once per battle. But it can work twice or more as it grows. When you get it to the master level, Materia will divide itself, looking like it's giving birth. But that master Materia won't grow anymore. When you can't take Materia on anymore, you'd better sell it or dump it somewhere. You can see the useful functions here. You can  Materia,  Materia from your weapon. You can throw Materia into the . Oops, relax! I wasn't gonna dump it. Let's see. This is a special menu for you. You can exchange all Materia you have between allies, even if they're not in your party. Now about Materia's growth. The growth rate depends on what weapon or armor it's put into. Some will double in growth, while others won't grow at all. In most cases, the Materia's effect won't change whether you put it into a weapon or armor. But  and  are completely different depending on whether they're put into weapons or armor. You've got to think about what weapon or armor to use, or what Materia combinations will be the strongest. I remember hearing once... about extraordinary Materia somewhere in the world. I think I've told you just about everything I can.",action
Cloud,"I'll explain your party's order in battle. First, access the menu and select . Next, select who you want to switch. Now, select the position you want. This will change their position in battle. In this case there isn't any advantage/disadvantage. But when you select the same person twice, it will place them in either the front/back row in a battle. When they're on the left side of the screen, that'll be the front row... When they're on the right, that'll be the back row. When you're in the front row and you select  you inflict major damage on your enemy. But you will also receive greater damage. While in the back row, although you do less damage to the enemy, you also receive less damage. For magic attacks, there's no difference in damage between the front & back rows. There is also no difference when you use long range weapons. It's better to keep weaker members... in the back row. And that's it. Of course, I'm better off in the front row!",narration
Cloud,"You must know your current status. That's one of the basics of battle. Access the menu and select . Next, select the member you want to check. Were you surprised at the amount of information? I'll explain the order. First, these are your experience points and your level. The more experience you get in battle, the stronger you become. This gauge tells you how many points you need to get to the next level. If you can't beat stronger enemies, raise your level by fighting weaker ones. You'll improve your physical and magical skills. Next is HP and MP. HP is your life force. When it reaches zero, you won't be able to fight. MP is the source of your magic power. Every time you cast magic, you use MP. and when you run out of MP, you won't be able to cast spells. This is called the Limit gauge. It shows your anger level. When the gauge is full, you can use a ""Limit Technique"". I'll tell you about ""Limit Techniques"" later. You know the battle commands are classified roughly into two groups.  is for regular physical attacks.  and  cast magic attacks. Each has attacking power, defense power, and escape probabilities. The value depends on your equipment, and experience level. The total effect is on the chart below. These are commands you can use in battle. And your presently equipped weapons, armor, and accessories. Press the OK button here one more time. There are all types of attacks... Some monsters are weak against fire, others are weak against ice or lightning. The Materia or items you have can add these s to your attacks or protect yourself from them in an enemy attack. This chart shows your current attributes. Press the OK button here one more time. The chart below means s. Some enemies will use sneaky attacks on you. These attacks change your condition, such as... sleep, confuse, poison, darkness, petrify, silence, small, frog, and so on. These conditions disappear after each battle, except fury and sadness which will remain. To cure these conditions quickly, use items or magic. There are specific medicines for each condition. I know I'm repeating myself but,... when you're taken out in battle, I mean, when you're almost dead, use  magic or the item . When you change Materia or equipment it's best to look here to check on them. Mastering Elementals and Added Effects... will make your battles safer. That's all.",action
